2168953, -0.000247, 
2168957, -0.000322, 
2168959, -0.000475, 
2168963, -0.000937, 
2168965, -0.001515, 
2168969, -0.001864, 
2168972, -0.002007, 
2168976, -0.002089, 
2168978, -0.002432, 
2168982, -0.002973, 
2168984, -0.003461, 
2168988, -0.003700, 
2168991, -0.003767, 
2168994, -0.004009, 
2168997, -0.004511, 
2169001, -0.004993, 
2169003, -0.005249, 
2169007, -0.005333, 
2169010, -0.005508, 
2169013, -0.005950, 
2169016, -0.006504, 
2169018, -0.006830, 
2169022, -0.006921, 
2169025, -0.007021, 
2169028, -0.007391, 
2169031, -0.007912, 
2169035, -0.008318, 
2169037, -0.008486, 
2169041, -0.008524, 
2169043, -0.008753, 
2169047, -0.009199, 
2169050, -0.009669, 
2169054, -0.009913, 
2169056, -0.009936, 
2169060, -0.010073, 
2169062, -0.010518, 
2169066, -0.010992, 
2169069, -0.011220, 
2169072, -0.011276, 
2169075, -0.011323, 
2169079, -0.011584, 
2169081, -0.012057, 
2169085, -0.012408, 
2169087, -0.012548, 
2169091, -0.012475, 
2169094, -0.012664, 
2169098, -0.013086, 
2169100, -0.013452, 
2169104, -0.013586, 
2169106, -0.013553, 
2169110, -0.013666, 
2169113, -0.014045, 
2169116, -0.014365, 
2169119, -0.014584, 
2169123, -0.014619, 
2169125, -0.014592, 
2169128, -0.014764, 
2169131, -0.015137, 
2169134, -0.015354, 
2169138, -0.015388, 
2169140, -0.015359, 
2169144, -0.015480, 
2169146, -0.015754, 
2169150, -0.016106, 
2169153, -0.016257, 
2169157, -0.016048, 
2169159, -0.015928, 
2169163, -0.016185, 
2169165, -0.016411, 
2169169, -0.016514, 
2169172, -0.016301, 
2169176, -0.016143, 
2169178, -0.016285, 
2169182, -0.016508, 
2169184, -0.016804, 
2169188, -0.016720, 
2169191, -0.016474, 
2169194, -0.016572, 
2169197, -0.016877, 
2169201, -0.017142, 
2169203, -0.017053, 
2169207, -0.016883, 
2169209, -0.016634, 
2169213, -0.016627, 
2169216, -0.016839, 
2169220, -0.016896, 
2169222, -0.016636, 
2169226, -0.016384, 
2169228, -0.016494, 
2169231, -0.016707, 
2169235, -0.016706, 
2169237, -0.016624, 
2169241, -0.016292, 
2169243, -0.016154, 
2169247, -0.016382, 
2169250, -0.016516, 
2169253, -0.016275, 
2169256, -0.015990, 
2169260, -0.015723, 
2169262, -0.015652, 
2169266, -0.015841, 
2169268, -0.015858, 
2169272, -0.015562, 
2169275, -0.015245, 
2169279, -0.015112, 
2169281, -0.015210, 
2169285, -0.015172, 
2169287, -0.014928, 
2169291, -0.014596, 
2169294, -0.014290, 
2169297, -0.014345, 
2169300, -0.014414, 
2169304, -0.014126, 
2169306, -0.013663, 
2169310, -0.013393, 
2169313, -0.013371, 
2169316, -0.013371, 
2169319, -0.013191, 
2169323, -0.012755, 
2169325, -0.012351, 
2169328, -0.012183, 
2169331, -0.012235, 
2169334, -0.012146, 
2169338, -0.011791, 
2169340, -0.011266, 
2169344, -0.010980, 
2169346, -0.010943, 
2169350, -0.010906, 
2169353, -0.010592, 
2169357, -0.010107, 
2169359, -0.009707, 
2169363, -0.009558, 
2169365, -0.009559, 
2169369, -0.009342, 
2169372, -0.008854, 
2169375, -0.008365, 
2169378, -0.008115, 
2169382, -0.008083, 
2169384, -0.007922, 
2169388, -0.007508, 
2169390, -0.006951, 
2169394, -0.006597, 
2169397, -0.006524, 
2169401, -0.006426, 
2169403, -0.006068, 
2169407, -0.005545, 
2169409, -0.005120, 
2169413, -0.004944, 
2169416, -0.004829, 
2169419, -0.004564, 
2169422, -0.004105, 
2169426, -0.003561, 
2169428, -0.003303, 
2169432, -0.003224, 
2169434, -0.003040, 
2169437, -0.002603, 
2169441, -0.002021, 
2169443, -0.001613, 
2169447, -0.001467, 
2169449, -0.001408, 
2169453, -0.001057, 
2169456, -0.000490, 
2169460, -0.000033, 
2169462, 0.000167, 
2169466, 0.000230, 
2169468, 0.000471, 
2169472, 0.000990, 
2169475, 0.001520, 
2169478, 0.001771, 
2169481, 0.001817, 
2169485, 0.002023, 
2169487, 0.002476, 
2169491, 0.003037, 
2169493, 0.003400, 
2169497, 0.003483, 
2169500, 0.003568, 
2169504, 0.003916, 
2169506, 0.004469, 
2169510, 0.004913, 
2169512, 0.005055, 
2169516, 0.005122, 
2169519, 0.005385, 
2169522, 0.005841, 
2169525, 0.006317, 
2169529, 0.006555, 
2169531, 0.006614, 
2169535, 0.006776, 
2169537, 0.007178, 
2169541, 0.007678, 
2169544, 0.007997, 
2169548, 0.008069, 
2169550, 0.008126, 
2169553, 0.008429, 
2169556, 0.008932, 
2169559, 0.009323, 
2169563, 0.009446, 
2169565, 0.009482, 
2169569, 0.009659, 
2169571, 0.010089, 
2169575, 0.010530, 
2169578, 0.010703, 
2169582, 0.010672, 
2169584, 0.010738, 
2169588, 0.011109, 
2169590, 0.011570, 
2169594, 0.011821, 
2169597, 0.011827, 
2169600, 0.011825, 
2169603, 0.012039, 
2169607, 0.012445, 
2169609, 0.012782, 
2169613, 0.012849, 
2169615, 0.012784, 
2169619, 0.012878, 
2169622, 0.013241, 
2169626, 0.013643, 
2169628, 0.013736, 
2169632, 0.013619, 
2169634, 0.013649, 
2169638, 0.013909, 
2169641, 0.014263, 
2169644, 0.014423, 
2169647, 0.014342, 
2169651, 0.014270, 
2169653, 0.014458, 
2169656, 0.014778, 
2169659, 0.015001, 
2169662, 0.014965, 
2169666, 0.014791, 
2169668, 0.014834, 
2169672, 0.015107, 
2169674, 0.015372, 
2169678, 0.015414, 
2169681, 0.015229, 
2169685, 0.015123, 
2169687, 0.015276, 
2169691, 0.015554, 
2169693, 0.015642, 
2169697, 0.015488, 
2169700, 0.015296, 
2169704, 0.015306, 
2169706, 0.015552, 
2169710, 0.015706, 
2169712, 0.015599, 
2169716, 0.015345, 
2169719, 0.015258, 
2169722, 0.015423, 
2169725, 0.015622, 
2169729, 0.015556, 
2169731, 0.015266, 
2169735, 0.015078, 
2169737, 0.015133, 
2169741, 0.015294, 
2169744, 0.015280, 
2169748, 0.015031, 
2169750, 0.014748, 
2169754, 0.014697, 
2169756, 0.014844, 
2169760, 0.014888, 
2169763, 0.014646, 
2169765, 0.014284, 
2169769, 0.014119, 
2169771, 0.014213, 
2169775, 0.014291, 
2169778, 0.014091, 
2169781, 0.013736, 
2169784, 0.013455, 
2169788, 0.013416, 
2169790, 0.013514, 
2169794, 0.013424, 
2169796, 0.013065, 
2169800, 0.012678, 
2169803, 0.012542, 
2169807, 0.012605, 
2169809, 0.012565, 
2169813, 0.012234, 
2169815, 0.011789, 
2169819, 0.011555, 
2169822, 0.011557, 
2169825, 0.011559, 
2169828, 0.011306, 
2169832, 0.010860, 
2169834, 0.010475, 
2169838, 0.010410, 
2169841, 0.010424, 
2169844, 0.010207, 
2169847, 0.009747, 
2169851, 0.009317, 
2169853, 0.009152, 
2169857, 0.009138, 
2169859, 0.008981, 
2169863, 0.008579, 
2169866, 0.008132, 
2169868, 0.007847, 
2169872, 0.007766, 
2169874, 0.007700, 
2169878, 0.007380, 
2169881, 0.006815, 
2169885, 0.006362, 
2169887, 0.006231, 
2169891, 0.006210, 
2169893, 0.005974, 
2169897, 0.005472, 
2169900, 0.004990, 
2169903, 0.004746, 
2169906, 0.004655, 
2169910, 0.004468, 
2169912, 0.004056, 
2169916, 0.003517, 
2169918, 0.003149, 
2169922, 0.003064, 
2169925, 0.002949, 
2169929, 0.002633, 
2169931, 0.002110, 
2169935, 0.001653, 
2169937, 0.001437, 
2169941, 0.001355, 
2169944, 0.001067, 
2169947, 0.000610, 
2169950, 0.000109, 
2169954, -0.000174, 
2169956, -0.000288, 
2169960, -0.000504, 
2169962, -0.000967, 
2169966, -0.001502, 
2169969, -0.001837, 
