0,"0.000000,"
0.003069456,"0.003069,"
0.006138884,"0.006139,"
0.009208254,"0.009208,"
0.012277536,"0.012278,"
0.015346704,"0.015347,"
0.018415726,"0.018416,"
0.021484576,"0.021485,"
0.024553222,"0.024553,"
0.027621638,"0.027622,"
0.030689793,"0.030690,"
0.033757659,"0.033758,"
0.036825207,"0.036825,"
0.039892408,"0.039892,"
0.042959233,"0.042959,"
0.046025653,"0.046026,"
0.04909164,"0.049092,"
0.052157164,"0.052157,"
0.055222197,"0.055222,"
0.05828671,"0.058287,"
0.061350673,"0.061351,"
0.064414059,"0.064414,"
0.067476837,"0.067477,"
0.07053898,"0.070539,"
0.073600458,"0.073600,"
0.076661243,"0.076661,"
0.079721305,"0.079721,"
0.082780617,"0.082781,"
0.085839148,"0.085839,"
0.088896871,"0.088897,"
0.091953756,"0.091954,"
0.095009775,"0.095010,"
0.098064898,"0.098065,"
0.101119098,"0.101119,"
0.104172345,"0.104172,"
0.107224611,"0.107225,"
0.110275866,"0.110276,"
0.113326083,"0.113326,"
0.116375231,"0.116375,"
0.119423284,"0.119423,"
0.122470211,"0.122470,"
0.125515984,"0.125516,"
0.128560574,"0.128561,"
0.131603954,"0.131604,"
0.134646093,"0.134646,"
0.137686964,"0.137687,"
0.140726538,"0.140727,"
0.143764786,"0.143765,"
0.146801679,"0.146802,"
0.149837189,"0.149837,"
0.152871288,"0.152871,"
0.155903946,"0.155904,"
0.158935135,"0.158935,"
0.161964827,"0.161965,"
0.164992993,"0.164993,"
0.168019605,"0.168020,"
0.171044633,"0.171045,"
0.17406805,"0.174068,"
0.177089827,"0.177090,"
0.180109936,"0.180110,"
0.183128347,"0.183128,"
0.186145034,"0.186145,"
0.189159966,"0.189160,"
0.192173116,"0.192173,"
0.195184456,"0.195184,"
0.198193957,"0.198194,"
0.20120159,"0.201202,"
0.204207328,"0.204207,"
0.207211142,"0.207211,"
0.210213004,"0.210213,"
0.213212885,"0.213213,"
0.216210757,"0.216211,"
0.219206592,"0.219207,"
0.222200362,"0.222200,"
0.225192039,"0.225192,"
0.228181593,"0.228182,"
0.231168998,"0.231169,"
0.234154225,"0.234154,"
0.237137246,"0.237137,"
0.240118033,"0.240118,"
0.243096557,"0.243097,"
0.246072791,"0.246073,"
0.249046707,"0.249047,"
0.252018276,"0.252018,"
0.254987471,"0.254987,"
0.257954263,"0.257954,"
0.260918625,"0.260919,"
0.263880529,"0.263881,"
0.266839947,"0.266840,"
0.269796851,"0.269797,"
0.272751212,"0.272751,"
0.275703004,"0.275703,"
0.278652199,"0.278652,"
0.281598768,"0.281599,"
0.284542684,"0.284543,"
0.287483919,"0.287484,"
0.290422445,"0.290422,"
0.293358236,"0.293358,"
0.296291262,"0.296291,"
0.299221497,"0.299221,"
0.302148913,"0.302149,"
0.305073482,"0.305073,"
0.307995176,"0.307995,"
0.310913969,"0.310914,"
0.313829833,"0.313830,"
0.31674274,"0.316743,"
0.319652662,"0.319653,"
0.322559573,"0.322560,"
0.325463445,"0.325463,"
0.328364251,"0.328364,"
0.331261963,"0.331262,"
0.334156554,"0.334157,"
0.337047997,"0.337048,"
0.339936264,"0.339936,"
0.342821328,"0.342821,"
0.345703162,"0.345703,"
0.34858174,"0.348582,"
0.351457033,"0.351457,"
0.354329015,"0.354329,"
0.357197658,"0.357198,"
0.360062937,"0.360063,"
0.362924822,"0.362925,"
0.365783289,"0.365783,"
0.368638309,"0.368638,"
0.371489856,"0.371490,"
0.374337903,"0.374338,"
0.377182424,"0.377182,"
0.38002339,"0.380023,"
0.382860776,"0.382861,"
0.385694555,"0.385695,"
0.3885247,"0.388525,"
0.391351185,"0.391351,"
0.394173982,"0.394174,"
0.396993066,"0.396993,"
0.39980841,"0.399808,"
0.402619986,"0.402620,"
0.40542777,"0.405428,"
0.408231733,"0.408232,"
0.41103185,"0.411032,"
0.413828095,"0.413828,"
0.416620441,"0.416620,"
0.419408862,"0.419409,"
0.422193331,"0.422193,"
0.424973822,"0.424974,"
0.42775031,"0.427750,"
0.430522767,"0.430523,"
