42769	0.001262	 
42868	0.011984	 
42969	0.033999	 
43068	0.056162	 
43168	0.077552	 
43269	0.098772	 
43368	0.11973	 
43469	0.140471	 
43568	0.161026	 
43668	0.181354	 
43769	0.201432	 
43868	0.221347	 
43969	0.241011	 
44068	0.260449	 
44168	0.279664	 
44268	0.298607	 
44368	0.31725	 
44469	0.335593	 
44568	0.353656	 
44668	0.371378	 
44768	0.388745	 
44868	0.405763	 
44969	0.422384	 
45068	0.43857	 
45169	0.454282	 
45268	0.469596	 
45368	0.484466	 
45469	0.498843	 
45568	0.512752	 
45669	0.526178	 
45768	0.539036	 
45868	0.551366	 
45969	0.563141	 
46068	0.574371	 
46169	0.585055	 
46268	0.595151	 
46368	0.604644	 
46469	0.613574	 
46568	0.621904	 
46669	0.629607	 
46768	0.636705	 
46868	0.643134	 
46967	0.648936	 
47068	0.654112	 
47169	0.658648	 
47268	0.662503	 
47368	0.665734	 
47467	0.668235	 
47568	0.670103	 
47669	0.671366	 
47768	0.671997	 
47868	0.671908	 
47967	0.671118	 
48068	0.66972	 
48169	0.667714	 
48268	0.665022	 
48368	0.661632	 
48467	0.657623	 
48568	0.652947	 
48669	0.647621	 
48768	0.641668	 
48868	0.635067	 
48967	0.627827	 
49068	0.619975	 
49169	0.611489	 
49268	0.602423	 
49368	0.592788	 
49467	0.582536	 
49568	0.571724	 
49669	0.56037	 
49768	0.548472	 
49868	0.536016	 
49967	0.523029	 
50068	0.509466	 
50169	0.495449	 
50268	0.480941	 
50368	0.465956	 
50467	0.450542	 
50568	0.434718	 
50669	0.418424	 
50768	0.401703	 
50868	0.384588	 
50967	0.367143	 
51068	0.349337	 
51169	0.331198	 
51268	0.312783	 
51368	0.294071	 
51467	0.275065	 
51568	0.255792	 
51669	0.236291	 
51768	0.216554	 
51868	0.196597	 
51967	0.176468	 
52068	0.156063	 
52167	0.135472	 
52268	0.114683	 
52368	0.093662	 
52468	0.072405	 
52568	0.05096	 
52667	0.028365	 
52768	0.006844	 
52868	-0.008004	 
52967	-0.020846	 
53068	-0.033678	 
53167	-0.046526	 
53268	-0.059367	 
53368	-0.072161	 
53467	-0.084985	 
53568	-0.097785	 
53667	-0.110495	 
53768	-0.122999	 
53868	-0.135049	 
53968	-0.146117	 
54068	-0.155632	 
54167	-0.163285	 
54268	-0.169216	 
54368	-0.173781	 
54468	-0.177385	 
54568	-0.18032	 
54667	-0.182817	 
54768	-0.184978	 
54867	-0.186821	 
54968	-0.188473	 
55068	-0.189983	 
55167	-0.191375	 
55268	-0.192622	 
55367	-0.193747	 
55468	-0.194802	 
55568	-0.195764	 
55667	-0.196639	 
55768	-0.197471	 
55867	-0.198219	 
55968	-0.198929	 
56068	-0.199581	 
56167	-0.20018	 
56268	-0.200752	 
56367	-0.20122	 
56468	-0.201698	 
56568	-0.202129	 
56667	-0.202503	 
56768	-0.202859	 
56867	-0.203158	 
56968	-0.203422	 
57068	-0.203664	 
57167	-0.203874	 
57268	-0.204039	 
57367	-0.204179	 
57468	-0.204343	 
57568	-0.204446	 
57667	-0.204498	 
57768	-0.204535	 
57867	-0.204523	 
57968	-0.204475	 
58068	-0.204422	 
58167	-0.20431	 
58268	-0.204164	 
58367	-0.204015	 
58468	-0.203813	 
58568	-0.203598	 
58667	-0.203367	 
58768	-0.203095	 
58867	-0.202753	 
58968	-0.202398	 
59068	-0.202011	 
59167	-0.201574	 
59268	-0.201107	 
59367	-0.200587	 
59468	-0.200028	 
59568	-0.199421	 
59667	-0.198764	 
59768	-0.198041	 
59867	-0.197271	 
59968	-0.196427	 
60068	-0.195521	 
60167	-0.194543	 
60268	-0.193479	 
60367	-0.192323	 
60468	-0.191042	 
60568	-0.18961	 
60667	-0.188077	 
60768	-0.186383	 
60867	-0.184452	 
60968	-0.182231	 
61068	-0.179652	 
61167	-0.176567	 
61268	-0.172741	 
61367	-0.167857	 
61468	-0.161513	 
61567	-0.153387	 
61667	-0.143424	 
61768	-0.132044	 
61867	-0.119842	 
61968	-0.107267	 
62067	-0.094523	 
62167	-0.0817	 
62268	-0.068891	 
62367	-0.056085	 
62468	-0.043235	 
62567	-0.030391	 
62667	-0.017568	 
62768	-0.004615	 
62867	0.011734	 
